year	country	gov_right1	gov_cent1	gov_left1	gov_party	elect	vturn	womenpar	realgdpgr	inflation	debt_hist	deficit	ttl_labf	labfopar	unemp	pop	pop15_64	pop65	elderly
1970	Greece								8.93	2.84	18.84	0.63	3270.00		4.20	8792.81	5653.64	972.70	11.06
1971	Greece								7.84	3.29	19.21	0.10	3245.00	57.83	3.10	8831.04	5645.14	984.26	11.15
1972	Greece								10.16	4.33	20.10	0.01	3227.00		2.10	8888.63	5681.17	1013.64	11.40
1973	Greece								8.09	15.38	16.59	-0.03	3255.00		2.00	8929.09	5704.28	1043.73	11.69
1974	Greece	72.43	0.00	0.00	1	17/11/1974	79.5	2.0	-6.44	26.56	17.51	-1.21	3262.00		2.10	8962.02	5721.59	1074.51	11.99
1975	Greece	100.00	0.00	0.00	1		79.5	2.0	6.37	13.63	19.20	-2.62	3273.00		2.30	9046.54	5779.42	1106.73	12.23
1976	Greece	100.00	0.00	0.00	1		79.5	2.0	6.85	13.02	18.69	-1.48	3298.00		1.90	9188.15	5869.34	1142.98	12.44
1977	Greece	99.58	0.00	0.00	1	20/11/1977	81.1	3.3	2.94	12.37	18.85	-2.25	3318.00	55.92	1.70	9308.48	5936.80	1178.36	12.66
1978	Greece	95.45	0.00	0.00	1		81.1	3.3	7.25	12.57	24.45	-2.59	3337.00	55.51	1.80	9429.96	6010.64	1213.90	12.87
1979	Greece	95.45	0.00	0.00	1		81.1	3.3	3.28	19.09	22.77	-2.15	3375.00	55.44	1.90	9548.26	6088.82	1245.86	13.05
1980	Greece	93.00	0.00	0.00	1		81.1	3.3	0.68	24.68	22.77	-2.34	3451.00	55.89	2.70	9642.51	6175.63	1267.09	13.14
1981	Greece	73.58	0.00	19.73	2	18/10/1981	81.5	4.3	-1.55	24.51	26.97	-7.76	3680.00	58.71	4.00	9729.35	6266.76	1284.00	13.20
1982	Greece	0.00	0.00	100.00	5		81.5	4.3	-1.13	20.99	29.63	-6.54	3717.00	58.66	5.80	9789.51	6336.13	1297.21	13.25
1983	Greece	0.00	0.00	100.00	5		81.5	4.3	-1.08	20.18	33.96	-6.75	3842.00	59.95	7.10	9846.63	6408.84	1306.55	13.27
1984	Greece	0.00	0.00	100.00	5		81.5	4.3	2.01	18.46	40.50	-7.56	3868.00	59.76	7.20	9895.80	6472.61	1316.08	13.30
1985	Greece	0.00	0.00	100.00	5	02/06/1985	83.8	4.3	2.51	19.31	47.13	-10.37	3892.00	59.59	7.00	9934.30	6505.55	1314.14	13.23
1986	Greece	0.00	0.00	100.00	5		83.8	4.3	0.52	23.02	47.66	-8.59	3888.00	59.09	6.60	9967.21	6536.99	1312.71	13.17
1987	Greece	0.00	0.00	100.00	5		83.8	4.3	-2.26	16.40	52.99	-8.56	3884.00	58.69	6.70	10000.59	6592.03	1327.90	13.28
1988	Greece	0.00	0.00	100.00	5		83.8	4.3	4.29	13.53	62.66	-10.34	3961.00	59.49	6.80	10036.98	6649.42	1346.55	13.42
1989	Greece	28.65	0.00	55.95	3	05/11/1989	84.3	6.7	3.80	13.66	65.69	-12.14	3967.00	59.16	6.70	10089.50	6720.40	1369.86	13.58
1990	Greece	75.97	0.00	3.93	2	08/04/1990	84.5	5.3	0.00	20.43	79.58	-14.04	4000.00	59.16	6.40	10156.90	6795.51	1395.47	13.74
1991	Greece	100.00	0.00	0.00	1		84.5	5.3	3.10	19.46	82.19	-9.86	3934.00	57.19	7.10	10256.29	6878.76	1432.48	13.97
1992	Greece	100.00	0.00	0.00	1		84.5	5.3	0.70	15.88	87.81	-10.93	4034.00	57.91	7.90	10369.87	6965.79	1479.33	14.27
1993	Greece	81.37	0.00	18.63	2	10/10/1993	78.2	6.0	-1.60	14.41	110.12	-11.94	4112.44	58.40	8.60	10465.53	7041.53	1523.47	14.56
1994	Greece	0.00	0.00	100.00	5		78.2	6.0	2.00	10.87	107.93	-8.26	4188.89	58.89	8.90	10553.04	7112.56	1565.85	14.84
1995	Greece	0.00	0.00	100.00	5		78.2	6.0	2.10	8.93	98.01	-9.75	4244.49	59.13	9.20	10634.38	7178.72	1608.11	15.12
1996	Greece	0.00	0.00	100.00	5	22/09/1996	78.7	6.3	2.91	8.19	99.25	-8.18	4313.99	59.57	9.60	10709.17	7241.33	1650.25	15.41
1997	Greece	0.00	0.00	100.00	5		78.7	6.3	4.62	5.54	95.66	-6.07	4292.74	58.81	9.80	10776.50	7299.38	1692.63	15.71
1998	Greece	0.00	0.00	100.00	5		78.7	6.3	3.84	4.77	93.08	-6.28	4512.80	61.39	11.10	10834.88	7350.69	1734.44	16.01
1999	Greece	0.00	0.00	100.00	5		78.7	6.3	2.91	2.64	96.33	-5.79	4583.70	61.99	12.00	10882.58	7394.06	1775.27	16.31
2000	Greece	0.00	0.00	100.00	5	09/04/2000	78.3	8.7	4.08	3.15	111.55	-4.05	4617.20	62.15	11.20	10917.48	7428.97	1815.78	16.63
2001	Greece	0.00	0.00	100.00	5		78.3	8.7	4.20	3.37	114.09	-5.46	4581.60	61.50	10.70	10950.00	7382.00	1888.00	17.24
2002	Greece	0.00	0.00	100.00	5		78.3	8.7	4.00	3.63	113.12	-6.02	4652.20	62.35	10.30	10983.00	7387.00	1929.00	17.56
2003	Greece	0.00	0.00	100.00	5		78.3	8.7	5.81	3.53	108.76	-7.83	4728.40	63.31	9.70	11016.00	7391.00	1969.00	17.87
2004	Greece	77.60	0.00	22.40	2	07/03/2004	89.1	14.0	4.70	2.90	110.12	-8.82	4823.20	64.53	10.60	11057.00	7407.00	2006.00	18.14
2005	Greece	100.00	0.00	0.00	1		89.1	13.0	0.85	3.55	111.93	-6.18	4849.00	64.88	10.00	11093.00	7422.00	2037.00	18.36
2006	Greece	100.00	0.00	0.00	1		89.1	13.0	5.57	3.20	116.92	-5.94	4880.00	65.19	9.00	11131.00	7440.00	2062.00	18.52
2007	Greece	100.00	0.00	0.00	1	16/09/2007	86.5	14.7	3.16	2.90	114.82	-6.71	4917.86	65.47	8.40	11163.00	7461.00	2077.00	18.61
2008	Greece	100.00	0.00	0.00	1		86.5	14.7	-0.22	4.15	118.96	-10.18	4939.69	65.57	7.80	11186.00	7470.00	2089.00	18.68
2009	Greece	79.73	0.00	20.27	2	04/10/2009	82.9	17.3	-4.30	1.21	135.19	-15.14	4974.48		9.60	11185.00	7449.00	2103.00	18.80
2010	Greece	0.00	0.00	100.00	5		82.9	17.3	-5.49	4.71	129.14	-11.18	5021.03		12.70	11153.00	7392.00	2130.00	19.10
2011	Greece	2.10	0.00	95.80	4		82.9	18.7	-9.18	3.33	109.76	-10.24			17.90	11124.00	7326.00	2169.00	19.50
2012	Greece	44.47	0.00	39.50	3	17/06/2012	62.5	21.0	-7.33	1.50	165.92	-8.81			24.50	11090.00	7256.00	2208.00	19.91
2013	Greece	76.27	0.00	23.73	2		62.5	21.0	-3.11	-0.92	182.65	-13.05			27.50				
2014	Greece	80.00	0.00	20.00	2		62.5	21.0	0.72	-1.31	182.91	-3.66			26.50				
1990	Hungary	53.19	5.85	23.41	2	08/04/1990	65.1	7.3		28.37	73.74					10374.00	6890.00	1385.00	13.35
1991	Hungary	57.89	5.26	21.05	2		65.1	7.3		34.82	78.77	-2.40				10373.00	6925.00	1405.00	13.54
1992	Hungary	57.89	5.26	21.05	2		65.1	7.3	-3.06	23.66	80.65	-5.74	4527.00	65.11		10369.00	6953.00	1421.00	13.70
1993	Hungary	58.03	5.67	20.98	2		65.1	7.3	-0.58	22.46	91.50	-5.31	4346.00	62.34		10358.00	6972.00	1435.00	13.85
1994	Hungary	43.37	10.02	46.61	3	28/05/1994	68.9	11.4	2.95	18.87	91.30	-8.92	4203.00	60.19		10343.00	6983.00	1450.00	14.02
1995	Hungary	20.23	0.00	79.77	4		68.9	11.4	1.49	28.31	88.00	-8.59	4095.00	58.62	9.70	10329.00	6986.00	1468.00	14.21
1996	Hungary	20.00	0.00	80.00	4		68.9	11.4	-0.08	23.47	76.31	-4.37	4048.00	57.95	9.90	10311.00	6985.00	1484.00	14.39
1997	Hungary	20.00	0.00	80.00	4		68.9	11.4	3.55	18.31	66.64	-5.51	3995.00	57.21	9.10	10290.00	6983.00	1499.00	14.57
1998	Hungary	48.42	0.00	51.58	3	24/05/1998	56.3	8.3	4.18	14.15	64.69	-7.43	4011.00	57.51	8.70	10267.00	6975.00	1514.00	14.75
1999	Hungary	77.78	0.00	22.22	2		56.3	8.3	3.18	10.00	66.71	-5.12	4096.00	58.81	6.90	10238.00	6965.00	1526.00	14.91
2000	Hungary	77.78	0.00	22.22	2		56.3	8.3	4.23	9.80	61.20	-3.02	4120.00	59.18	6.30	10211.00	6962.00	1538.00	15.06
2001	Hungary	77.78	0.00	22.22	2		56.3	8.3	4.00	9.12	59.19	-4.03	4102.00	58.91	5.60	10188.00	6963.00	1548.00	15.19
2002	Hungary	47.11	0.00	52.89	3	21/04/2002	70.5	9.8	4.48	5.27	59.83	-8.79	4110.00	59.09	5.60	10159.00	6956.00	1556.00	15.32
2003	Hungary	24.68	0.00	75.32	4		70.5	9.8	3.79	4.66	60.78	-7.10	4166.00	59.98	5.80	10130.00	6946.00	1563.00	15.43
2004	Hungary	23.19	0.00	76.81	4		70.5	9.8	4.72	6.74	64.54	-6.35	4153.00	59.82	6.10	10107.00	6942.00	1572.00	15.55
2005	Hungary	22.22	0.00	77.78	4		70.5	9.1	4.51	3.56	67.38	-7.80	4205.00	60.63	7.20	10087.00	6936.00	1584.00	15.70
2006	Hungary	22.70	0.00	77.30	4	23/04/2006	64.8	10.4	3.90	3.93	70.79	-9.27	4246.60	61.27	7.50	10071.00	6931.00	1598.00	15.87
2007	Hungary	21.53	0.00	78.47	4		67.8	11.1	0.45	7.96	71.62	-5.03	4214.10	60.88	7.40	10056.00	6922.00	1615.00	16.06
2008	Hungary	6.96	0.00	93.04	4		67.8	11.1	0.63	6.04	75.50	-3.63	4174.60	60.46	7.80	10038.00	6905.00	1632.00	16.26
2009	Hungary	0.00	0.00	100.00	5		67.8	11.1	-6.45	4.21	84.41	-4.56	4165.60	60.49	10.00	10023.00	6886.00	1652.00	16.48
2010	Hungary	41.62	0.00	40.55	3	25/04/2010	64.4	9.1	0.71	4.86	86.21	-4.50	4201.80	61.20	11.20	10000.00	6866.00	1667.00	16.67
2011	Hungary	69.84	0.00	0.00	1		64.4	8.8	1.76	3.93	95.10	-5.44	4225.00	61.71	11.00	9972.00	6846.00	1676.00	16.81
2012	Hungary	74.69	0.00	0.00	1		64.4	8.8	-1.72	5.65	97.93	-2.30	4300.40	63.28	11.00	9920.00	6796.00	1689.00	17.03
2013	Hungary	80.30	0.00	0.00	1		64.4	8.8	2.01	1.73	96.10	-2.58	4333.80	64.22	10.20	9893.00	6748.00	1717.00	17.36
2014	Hungary	69.15	0.00	0.00	1	06/04/2014	61.8	10.1	3.62	-0.23	99.03	-2.28	4444.10	66.45	7.70	9863.00	6688.00	1748.00	17.72
1960	Iceland	66.67	0.00	33.33	2		90.4	3.3		1.99			68.20		0.00	175.90	100.50	14.20	8.07
1961	Iceland	66.67	0.00	33.33	2		90.4	3.3	-0.08	4.71			69.40		0.30	178.90	101.80	14.70	8.22
1962	Iceland	66.67	0.00	33.33	2		90.4	3.3	8.31	11.02			70.60		0.20	182.10	103.30	15.10	8.29
1963	Iceland	65.41	0.00	34.59	3	09/06/1963	91.1	1.7	10.28	12.93			74.02		0.00	185.50	105.40	15.50	8.36
1964	Iceland	57.14	0.00	42.86	3		91.1	1.7	9.92	19.25			79.78	67.53	0.20	188.80	107.50	15.80	8.37
1965	Iceland	57.14	0.00	42.86	3		91.1	1.7	7.29	7.32			83.43	69.10	0.20	192.30	109.70	16.20	8.42
1966	Iceland	57.14	0.00	42.86	3		91.1	1.7	8.74	10.69			85.56	69.38	0.20	195.60	112.00	16.60	8.49
1967	Iceland	57.14	0.00	42.86	3	11/06/1967	91.4	1.7	-1.27	3.32			85.61	67.89	0.70	198.80	114.30	16.90	8.50
1968	Iceland	57.14	0.00	42.86	3		91.4	1.7	-5.48	14.87			87.68	67.81	2.20	201.50	116.50	17.30	8.59
1969	Iceland	57.14	0.00	42.86	3		91.4	1.7	2.37	22.05			90.40	68.22	4.30	203.40	118.30	17.70	8.70
1970	Iceland	57.14	0.00	42.86	3		91.4	1.7	7.46	13.34		1.00	91.68	69.01	2.30	204.50	119.70	18.10	8.85
1971	Iceland	25.68	39.33	34.99	3	13/06/1971	90.4	5.0	13.06	6.79		0.09	95.08	70.75	1.00	206.20	121.70	18.30	8.87
1972	Iceland	0.00	71.43	28.57	2		90.4	5.0	6.18	9.75		0.63	97.31	70.90	0.80	209.20	124.40	18.70	8.94
1973	Iceland	0.00	71.43	28.57	2		90.4	5.0	6.81	20.90		0.30	99.96	71.34	0.80	212.30	127.00	19.10	9.00
1974	Iceland	17.12	64.09	18.79	2	30/06/1974	91.4	5.0	5.71	42.75		-2.40	103.32	72.24	0.70	215.20	129.70	19.50	9.06
1975	Iceland	50.00	50.00	0.00	1		91.4	5.0	0.65	49.30		-2.48	105.30	72.00	0.90	218.00	132.50	20.00	9.17
1976	Iceland	50.00	50.00	0.00	1		91.4	5.0	5.96	32.35		1.06	109.08	73.35	0.90	220.20	134.70	20.50	9.31
1977	Iceland	50.00	50.00	0.00	1		91.4	5.0	8.82	30.32		-0.24	108.88	72.40	0.50	221.80	136.60	21.00	9.47
1978	Iceland	33.15	44.38	22.47	2	25/06/1978	90.3	5.0	6.02	43.75		0.07	112.42	73.57	0.70	223.50	138.50	21.60	9.66
1979	Iceland	0.00	26.21	73.79	4	02/12/1979	89.3	5.0	4.86	44.44		0.93	113.56	73.08	0.70	225.70	140.80	22.00	9.75
1980	Iceland	35.85	26.89	37.27	3		89.3	5.0	5.75	58.53	26.84	1.61	117.09	74.32	0.50	228.10	142.90	22.50	9.86
1981	Iceland	40.00	30.00	30.00	2		89.3	5.0	4.27	51.79	24.21	1.55	122.76	76.67	0.60	230.80	145.30	22.80	9.88
1982	Iceland	40.00	30.00	30.00	2		89.3	5.0	2.15	50.24	31.32	2.07	127.31	77.55	1.20	234.00	147.90	23.20	9.91
1983	Iceland	52.05	36.03	11.92	2	23/04/1983	88.6	15.0	-2.15	83.95	33.13	-1.79	128.67	77.30	1.80	237.00	150.20	23.60	9.96
1984	Iceland	60.00	40.00	0.00	1		88.6	15.0	4.13	30.85	34.93	2.52	131.08	77.65	2.20	239.50	152.10	24.10	10.06
1985	Iceland	60.00	40.00	0.00	1		88.6	15.0	3.29	31.99	34.45	-1.38	135.03	79.31	1.60	241.40	153.70	24.50	10.15
1986	Iceland	60.00	40.00	0.00	1		88.6	15.0	6.27	22.13	32.06	-3.82	138.58	80.79	1.10	243.20	155.10	25.10	10.32
1987	Iceland	48.54	38.24	13.23	2	25/04/1987	90.1	20.6	8.55	18.30	29.37	-0.36	146.14	84.00	0.80	246.00	157.50	25.70	10.45
1988	Iceland	27.02	35.59	37.39	3		90.1	20.6	-0.09	25.73	31.42	-1.38	142.26	80.15	1.10	249.90	160.70	26.20	10.48
1989	Iceland	4.73	31.76	63.51	3		90.1	20.6	0.26	20.76	36.36	-3.90	142.63	78.62	2.80	252.70	162.80	26.60	10.53
1990	Iceland	18.18	27.27	54.55	3		90.1	20.6	1.17	15.51	36.22	-2.65	141.86	78.18	3.10	254.80	164.10	27.10	10.64
1991	Iceland	39.63	8.89	51.48	3	20/04/1991	87.6	23.8	-0.22	6.81	38.39	-2.34	140.98	84.49	2.60	258.00	166.30	27.70	10.74
1992	Iceland	50.00	0.00	50.00	3		87.6	23.8	-3.37	3.95	46.24	-2.16	143.58	85.07	4.30	261.10	168.10	28.20	10.80
1993	Iceland	50.00	0.00	50.00	3		87.6	23.8	1.31	4.04	53.14	-3.72	144.78	85.12	5.30	263.80	169.40	28.80	10.92
1994	Iceland	52.91	0.00	47.09	3		87.6	23.8	3.61	1.55	55.66	-3.97	145.89	85.08	5.30	266.00	170.90	29.40	11.05
1995	Iceland	51.70	34.66	13.64	2	08/04/1995	87.4	25.4	0.12	1.65	58.94	-3.03	149.50	86.63	4.80	267.40	172.00	30.10	11.26
1996	Iceland	50.00	50.00	0.00	1		87.4	25.4	4.79	2.26	56.30	-1.71	147.90	85.03	3.70	268.90	173.50	30.90	11.49
1997	Iceland	50.00	50.00	0.00	1		87.4	25.4	4.91	1.82	53.08	-0.14	148.30	84.39	3.90	270.90	175.10	31.20	11.52
1998	Iceland	50.00	50.00	0.00	1		87.4	25.4	6.52	1.66	47.28	-0.65	152.61	85.59	2.80	273.80	177.70	31.60	11.54
1999	Iceland	50.00	50.00	0.00	1	08/05/1999	84.1	34.9	4.16	3.23	43.23	0.82	156.93	86.75	2.00	277.20	180.40	32.00	11.54
2000	Iceland	50.00	50.00	0.00	1		84.1	34.9	4.72	5.14	40.45	1.23	160.54	87.42	2.30	281.20	183.10	32.50	11.56
2001	Iceland	50.00	50.00	0.00	1		84.1	34.9	3.76	6.41	44.92	-0.98	163.25	87.47	2.30	285.05	186.02	33.05	11.59
2002	Iceland	50.00	50.00	0.00	1		84.1	34.9	0.45	5.20	40.91	-2.81	162.54	86.24	3.30	287.56	187.85	33.48	11.64
2003	Iceland	50.00	50.00	0.00	1	10/05/2003	87.7	30.2	2.74	2.06	39.88	-3.13	162.74	85.64	3.30	289.27	189.60	33.94	11.73
2004	Iceland	52.46	47.54	0.00	1		87.7	30.2	8.22	3.16	34.83	-0.33	161.44	83.64	3.10	292.59	192.61	34.29	11.72
2005	Iceland	58.33	41.67	0.00	1		87.7	33.3	5.96	3.99	26.48	4.46	166.05	84.57	2.60	295.86	195.78	34.71	11.73
2006	Iceland	53.77	46.23	0.00	1		87.7	33.3	4.21	6.69	32.07	5.87	175.08	85.72	2.90	304.33	203.71	35.26	11.59
2007	Iceland	50.00	19.59	30.41	2	12/05/2007	83.6	33.3	9.49	5.05	30.20	4.92	181.90	86.43	2.30	311.40	209.94	35.93	11.54
2008	Iceland	50.00	0.00	50.00	3		83.6	33.3	1.48	12.65	70.92	-13.12	184.60	85.04	3.00	319.36	216.47	36.73	11.50
2009	Iceland	4.25	0.00	79.61	4	25/04/2009	85.1	42.9	-4.68	12.04	85.57	-9.70	181.10	84.08	7.20	319.25	215.12	37.56	11.77
2010	Iceland	0.00	0.00	88.86	5		85.1	42.9	-3.59	5.40	90.93	-9.77	181.10	85.01	7.60	318.01	212.81	38.62	12.14
2011	Iceland	0.00	0.00	100.00	5		85.1	39.7	1.99	4.00	97.55	-5.59	180.10		7.10	319.01	212.83	39.75	12.46
2012	Iceland	0.00	0.00	100.00	5		85.1	39.7	1.25	5.19	95.41	-3.74	180.10		6.00	320.72	213.34	41.00	12.78
2013	Iceland	33.94	27.15	38.90	3	27/04/2013	81.5	39.7	4.39	3.87	87.33	-1.84	184.90		5.40	323.76	214.77	42.36	13.08
2014	Iceland	55.54	44.46	0.00	1		81.5	39.7	1.95	2.05	83.63	-0.06	187.00		5.00	327.39	216.69	43.79	13.38
1960	Ireland	100.00	0.00	0.00	1		71.3	3.4			55.71	-1.99	1118.00	68.11	5.70	2832.10	1641.50	315.10	11.13
1961	Ireland	100.00	0.00	0.00	1	04/10/1961	70.6	2.1	5.02	2.78	54.97	-2.63	1121.10	68.95	5.20	2818.30	1626.00	315.10	11.18
1962	Ireland	100.00	0.00	0.00	1		70.6	2.1	3.22	4.23	55.21	-2.94	1114.00	68.26	5.10	2830.10	1632.10	316.50	11.18
1963	Ireland	100.00	0.00	0.00	1		70.6	2.1	4.75	2.42	56.08	-2.95	1122.00	68.29	5.30	2850.00	1642.90	319.00	11.19
1964	Ireland	100.00	0.00	0.00	1		70.6	2.1	3.79	6.76	53.48	-3.39	1124.00	68.11	5.20	2863.80	1650.30	320.50	11.19
1965	Ireland	100.00	0.00	0.00	1	07/04/1965	75.1	3.5	1.93	4.99	55.34	-3.53	1120.00	67.60	5.00	2875.80	1656.70	321.90	11.19
1966	Ireland	100.00	0.00	0.00	1		75.1	3.5	0.89	3.01	59.18	-2.28	1132.10	68.17	5.10	2884.00	1660.60	323.00	11.20
1967	Ireland	100.00	0.00	0.00	1		75.1	3.5	5.79	3.18	58.44	-2.72	1116.00	66.81	5.50	2899.70	1670.30	324.10	11.18
1968	Ireland	100.00	0.00	0.00	1		75.1	2.1	8.24	4.75	55.46	-2.75	1123.00	66.93	5.80	2912.20	1677.90	324.90	11.16
1969	Ireland	100.00	0.00	0.00	1	16/06/1969	76.9	2.1	5.86	7.34	52.86	-3.44	1122.00	66.55	5.50	2925.20	1685.90	326.00	11.14
1970	Ireland	100.00	0.00	0.00	1		76.9	2.1	2.66	8.25	51.74	-3.68	1118.00	65.76	6.30	2949.90	1700.20	328.50	11.14
1971	Ireland	100.00	0.00	0.00	1		76.9	2.1	3.47	8.98	49.38	-3.54	1143.10	66.56	6.00	2978.20	1717.30	329.80	11.07
1972	Ireland	100.00	0.00	0.00	1		76.9	2.1	6.49	8.64	46.28	-3.27	1121.00	64.13	6.70	3024.40	1748.00	333.60	11.03
1973	Ireland	19.73	55.19	25.09	2	28/02/1973	76.6	2.8	4.72	11.40	43.55	-3.88	1131.00	63.55	6.20	3073.00	1779.80	337.60	10.99
1974	Ireland	0.00	68.75	31.25	2		76.6	2.8	4.26	17.07	53.97	-7.04	1143.00	63.03	5.80	3123.90	1813.30	341.70	10.94
1975	Ireland	0.00	68.75	31.25	2		76.6	2.8	5.66	20.19	59.59	-11.19	1182.80	63.98	7.90	3177.20	1848.60	346.00	10.89
1976	Ireland	0.00	68.75	31.25	2		76.6	2.8	1.40	17.91	63.93	-7.42	1169.00	62.11	9.80	3227.80	1882.10	350.20	10.85
1977	Ireland	49.32	34.85	15.84	2	16/06/1977	76.3	4.1	8.21	13.47	61.06	-6.51	1202.40	62.88	9.70	3271.90	1912.20	353.70	10.81
1978	Ireland	100.00	0.00	0.00	1		76.3	4.1	7.19	7.71	62.98	-8.37	1209.00	62.28	9.00	3314.00	1941.10	356.90	10.77
1979	Ireland	100.00	0.00	0.00	1		76.3	4.1	3.07	13.30	68.03	-10.14	1251.00	63.28	7.80	3368.20	1976.90	361.40	10.73
1980	Ireland	100.00	0.00	0.00	1		76.3	4.1	3.08	18.15	69.47	-11.20	1247.00	62.32	8.00	3401.00	2001.00	364.80	10.73
1981	Ireland	49.32	33.79	13.52	2	11/06/1981	76.2	6.0	3.33	20.37	73.92	-12.26	1286.00	63.32	10.80	3443.40	2030.80	369.00	10.72
1982	Ireland	76.71	15.72	6.06	2	24/11/1982	72.8	7.8	2.28	17.15	79.55	-13.29	1296.00	62.89	12.50	3480.00	2060.80	373.80	10.74
1983	Ireland	0.00	70.59	23.53	2		72.8	7.8	-0.24	10.45	92.94	-11.60	1321.40	63.42	13.90	3504.00	2083.70	377.30	10.77
1984	Ireland	0.00	70.59	23.53	2		72.8	7.8	4.35	8.65	97.05	-9.54	1320.80	62.67	15.50	3529.00	2107.70	380.70	10.79
1985	Ireland	0.00	70.59	23.53	2		72.8	7.8	3.09	5.40	99.98	-10.81	1331.00	62.70	16.80	3540.00	2122.90	382.80	10.81
1986	Ireland	0.00	70.59	23.53	2		72.8	7.8	-0.43	3.83	111.10	-10.64	1331.00	62.44	16.80	3540.60	2131.50	384.40	10.86
1987	Ireland	81.37	13.15	4.38	2	17/02/1987	73.3	8.4	4.66	3.16	112.40	-8.58	1336.50	62.34	16.60	3546.50	2143.90	388.20	10.95
1988	Ireland	100.00	0.00	0.00	1		73.3	8.4	5.22	2.13	107.14	-4.64	1327.70	61.93	16.20	3530.70	2143.70	393.20	11.14
1989	Ireland	100.00	0.00	0.00	1	15/06/1989	68.5	7.8	5.81	4.09	97.90	-2.65	1307.80	61.15	14.70	3509.50	2138.60	397.40	11.32
1990	Ireland	100.00	0.00	0.00	1		68.5	7.8	8.47	3.32	93.24	-2.60	1331.90	61.91	13.40	3505.80	2151.30	400.00	11.41
1991	Ireland	100.00	0.00	0.00	1		68.5	7.8	1.93	3.21	94.62	-2.71	1354.30	62.06	14.70	3525.70	2182.30	402.90	11.43
1992	Ireland	100.00	0.00	0.00	1	25/11/1992	68.5	12.0	3.34	3.07	91.62	-2.76	1371.60	61.84	15.40	3554.50	2217.90	405.80	11.42
1993	Ireland	61.21	0.00	38.79	3		68.5	12.0	2.69	1.47	94.18	-2.55	1402.80	62.37	15.60	3574.10	2249.20	408.00	11.42
1994	Ireland	57.21	2.48	40.31	3		68.5	12.0	5.76	2.31	88.73	-1.78	1432.00	62.85	14.30	3585.90	2278.60	408.60	11.39
1995	Ireland	0.00	53.33	46.67	3		68.5	12.0	9.63	2.52	81.17	-2.14	1458.60	63.09	12.30	3601.30	2312.10	411.30	11.42
1996	Ireland	0.00	53.33	46.67	3		68.5	12.0	9.70	1.75	72.78	-0.26	1507.40	64.07	11.70	3626.10	2352.80	413.90	11.41
1997	Ireland	51.78	25.72	22.50	2	06/06/1997	65.9	12.0	11.27	1.39	71.76	1.33	1539.00	64.07	9.90	3664.30	2402.10	416.30	11.36
1998	Ireland	100.00	0.00	0.00	1		65.9	12.0	8.93	2.45	61.19	2.03	1634.40	66.79	7.50	3703.10	2447.10	420.20	11.35
1999	Ireland	100.00	0.00	0.00	1		65.9	12.0	10.73	1.62	49.85	2.42	1709.50	68.68	5.70	3741.60	2489.10	421.90	11.28
2000	Ireland	100.00	0.00	0.00	1		65.9	12.0	10.22	5.58	38.37	4.87	1766.20	69.62	4.30	3789.50	2536.80	424.70	11.21
2001	Ireland	100.00	0.00	0.00	1		65.9	12.0	5.87	4.84	35.31	0.97	1808.00	69.81	3.90	3847.20	2589.80	429.80	11.17
2002	Ireland	100.00	0.00	0.00	1	17/05/2002	62.7	13.3	5.95	4.63	34.20	-0.32	1851.30	69.76	4.50	3917.20	2653.80	436.00	11.13
2003	Ireland	100.00	0.00	0.00	1		62.7	13.3	3.85	3.50	33.03	0.42	1887.50	69.82	4.60	3979.90	2703.30	441.90	11.10
2004	Ireland	100.00	0.00	0.00	1		62.7	13.3	4.43	2.18	31.58	1.33	1941.00	70.54	4.50	4045.20	2751.70	449.70	11.12
2005	Ireland	100.00	0.00	0.00	1		62.7	13.3	6.35	2.42	31.90	1.61	2041.50	72.36	4.40	4133.80	2821.40	458.90	11.10
2006	Ireland	100.00	0.00	0.00	1		62.7	13.3	6.32	3.96	28.16	2.81	2134.10	73.45	4.50	4232.90	2905.50	462.40	10.92
2007	Ireland	92.66	0.00	7.34	2	24/05/2007	67.0	13.3	5.53	4.92	28.10	0.27	2243.60	74.28	4.70	4375.80	3020.60	471.00	10.76
2008	Ireland	86.67	0.00	13.33	2		67.0	13.3	-2.21	4.04	48.32	-6.98	2278.30	73.78	6.40	4485.10	3087.90	483.70	10.78
2009	Ireland	86.28	0.00	13.33	2		67.0	13.9	-5.66	-4.48	68.79	-13.84	2248.90	72.59	12.00	4533.40	3098.10	498.90	11.00
2010	Ireland	80.00	0.00	13.33	2		67.0	13.9	0.38	-0.94	85.72	-32.31	2198.70	71.34	13.90	4554.80	3081.90	515.10	11.31
2011	Ireland	17.13	54.43	28.09	2	25/02/2011	69.9	15.1	2.59	2.58	111.98	-12.56	2178.70	71.05	14.70	4574.90	3066.60	531.60	11.62
2012	Ireland	0.00	66.67	33.33	2		69.9	15.1	0.14	1.69	132.38	-8.02	2159.10	70.99	14.70	4585.40	3041.30	549.40	11.98
2013	Ireland	0.00	66.67	33.33	2		69.9	15.7	1.44	0.50	134.56	-5.68	2171.00	71.95	13.10	4593.10	3017.30	568.10	12.37
2014	Ireland	0.00	66.67	33.33	2		69.9	15.7	5.21	0.20	126.54	-3.81	2156.10	71.69	11.30	4609.90	3007.40	586.60	12.72
1960	Italy	0.00	100.00	0.00	1		93.7	4.2		2.35	42.33	-0.84	22042.00	66.61	5.30	48967.00	33093.00	4673.80	9.54
